"","id","data_format","cases","access","file_name","submitter_id","data_category","type","platform","file_size","created_datetime","md5sum","updated_datetime","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","analysis_workflow_version","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"352","f9432d83-a322-4f5b-9c45-7dad736005a4","TSV","TCGA-E9-A22A-01A-11R-A157-07","open","c1f95e8e-aaaa-4090-8f64-c619aa543d1b.rna_seq.augmented_star_gene_counts.tsv","15a9ec63-7894-4316-9524-d07218896128","Transcriptome Profiling","gene_expression","Illumina",4249407,"2021-12-13T22:20:33.163516-06:00","b160aee113371f9d8c86666cb196729e","2024-07-30T09:42:55.123479-05:00","f9432d83-a322-4f5b-9c45-7dad736005a4","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","367ed81d-78c4-4af7-ac57-3ba6476256c5","released","c1f95e8e-aaaa-4090-8f64-c619aa543d1b_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A22A","TCGA-E9-A22A-01A"
"353","573241d2-e298-426a-84a0-2c3889bae923","TSV","TCGA-BH-A0BZ-11A-61R-A12P-07","open","b1e03953-263f-4331-b386-487cdc897425.rna_seq.augmented_star_gene_counts.tsv","3511f242-8b8a-499e-bb65-fc46c5720a18","Transcriptome Profiling","gene_expression","Illumina",4246942,"2021-12-13T22:00:20.684898-06:00","71bab53026d304fbff8c5bbfb1e5857b","2024-07-30T09:22:24.826290-05:00","573241d2-e298-426a-84a0-2c3889bae923","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","385b4286-7f4d-4593-b88b-4b84caf7e99a","released","b1e03953-263f-4331-b386-487cdc897425_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-BH-A0BZ","TCGA-BH-A0BZ-11A"
"354","3d075fc4-5a01-47ce-bef0-a77acf71061d","TSV","TCGA-BH-A0BZ-01A-31R-A12P-07","open","707fad7d-f284-456a-abfa-17289b40579f.rna_seq.augmented_star_gene_counts.tsv","e84c0eaf-2a39-46f6-9694-3c9b7f9b7cfa","Transcriptome Profiling","gene_expression","Illumina",4245511,"2021-12-13T21:51:18.932667-06:00","4cf1aac9059262bf40c0d80b1c52ff22","2024-07-30T09:50:11.261384-05:00","3d075fc4-5a01-47ce-bef0-a77acf71061d","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d4f664d1-879c-4fc3-a33e-7f03ad43dee4","released","707fad7d-f284-456a-abfa-17289b40579f_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0BZ","TCGA-BH-A0BZ-01A"
"356","0c068d5a-ccad-47a5-bfe0-0dc5f136d6aa","TSV","TCGA-A2-A3XT-01A-11R-A22U-07","open","bdba14fb-88aa-43b0-8c25-53948b9935b7.rna_seq.augmented_star_gene_counts.tsv","6531f2c8-bdb7-423e-bb35-7f1b64d4717e","Transcriptome Profiling","gene_expression","Illumina",4249842,"2021-12-13T21:46:40.906869-06:00","518eace9d4d12dc66d378770abbb0f00","2024-07-30T09:31:48.552391-05:00","0c068d5a-ccad-47a5-bfe0-0dc5f136d6aa","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","0db3347c-d411-4fe6-99cb-61b51427a821","released","bdba14fb-88aa-43b0-8c25-53948b9935b7_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A3XT","TCGA-A2-A3XT-01A"
"361","6b9180f4-bdd0-4118-bff7-0523cad45567","TSV","TCGA-D8-A1XD-01A-11R-A14D-07","open","70532e65-df18-4e1d-beaf-08fbf349bec0.rna_seq.augmented_star_gene_counts.tsv","4a49a5c2-7deb-4c0f-baca-e9a1c6fbb051","Transcriptome Profiling","gene_expression","Illumina",4238675,"2021-12-13T22:13:57.106396-06:00","65d16c1b5d27783fc89e8cd929f7e79e","2024-07-30T09:55:59.908855-05:00","6b9180f4-bdd0-4118-bff7-0523cad45567","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ec35f0f5-6463-429a-8b26-ea62be4cced3","released","70532e65-df18-4e1d-beaf-08fbf349bec0_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-D8-A1XD","TCGA-D8-A1XD-01A"
"362","08b0fe4c-ee3c-4510-b75a-6d240cb038cc","TSV","TCGA-B6-A0RT-01A-21R-A084-07","open","e5bcd6f9-680e-4d57-81f3-c8e6b40bb2af.rna_seq.augmented_star_gene_counts.tsv","825ba963-7477-450f-a275-85557865c349","Transcriptome Profiling","gene_expression","Illumina",4255630,"2021-12-13T21:51:17.490893-06:00","f23675ba05ec4a00ef5d6a304c9e31d9","2024-07-30T09:29:28.791695-05:00","08b0fe4c-ee3c-4510-b75a-6d240cb038cc","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","5c6854ca-6786-4fd1-9979-7e6d3dc15e24","released","e5bcd6f9-680e-4d57-81f3-c8e6b40bb2af_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-B6-A0RT","TCGA-B6-A0RT-01A"
"365","91e43fc0-1bd1-41e3-a828-43ec6620feb6","TSV","TCGA-AR-A0U2-01A-11R-A109-07","open","1453285a-717a-4ae3-a537-57df2b8e65e2.rna_seq.augmented_star_gene_counts.tsv","7879aecd-9d8b-409a-815a-70bae41a5d8e","Transcriptome Profiling","gene_expression","Illumina",4250579,"2021-12-13T22:30:01.865677-06:00","59ff0ee93e0c09caa5b69a44a519df48","2024-07-30T09:22:54.938215-05:00","91e43fc0-1bd1-41e3-a828-43ec6620feb6","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","14799320-4bd9-40e7-b3ae-990af73c9b7b","released","1453285a-717a-4ae3-a537-57df2b8e65e2_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AR-A0U2","TCGA-AR-A0U2-01A"
"366","ef227e3c-7a6d-4c43-945f-c1c7b410d50b","TSV","TCGA-E2-A574-01A-11R-A29R-07","open","dbb2f12c-e200-412a-9023-0126d6d69a52.rna_seq.augmented_star_gene_counts.tsv","b8139341-d7bb-4e8c-832a-5075eb76904d","Transcriptome Profiling","gene_expression","Illumina",4229929,"2021-12-13T22:34:53.455781-06:00","fe6aaaa0d49b064965f9e661f497758d","2024-07-30T09:28:52.562712-05:00","ef227e3c-7a6d-4c43-945f-c1c7b410d50b","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","97336232-e62f-4027-a539-7828b6c3d13e","released","dbb2f12c-e200-412a-9023-0126d6d69a52_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A574","TCGA-E2-A574-01A"
"367","08837ae7-6f4f-4aa1-8722-7c404b66ed75","TSV","TCGA-BH-A18T-01A-11R-A12D-07","open","828c9648-f725-4d7e-ad37-e33692e2c67f.rna_seq.augmented_star_gene_counts.tsv","7891a539-6653-4003-b05a-01f6d32c1a76","Transcriptome Profiling","gene_expression","Illumina",4242230,"2021-12-13T22:11:40.813070-06:00","4a2ea685b77b738475569a8c17e360d5","2024-07-30T09:30:12.631551-05:00","08837ae7-6f4f-4aa1-8722-7c404b66ed75","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","1a4a17b1-a54b-4744-a865-58346bd30bf5","released","828c9648-f725-4d7e-ad37-e33692e2c67f_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A18T","TCGA-BH-A18T-01A"
"371","7b4d770a-2b8c-4ca5-bf51-c4745c5de39a","TSV","TCGA-3C-AALK-01A-11R-A41B-07","open","ae8996bd-b0b7-4f9b-91fa-606f95d49f8c.rna_seq.augmented_star_gene_counts.tsv","137ff1e6-1792-430b-8635-c889e8aa9b2a","Transcriptome Profiling","gene_expression","Illumina",4242719,"2021-12-13T22:08:18.038937-06:00","c57324c953948d6cd5d9053052d3effa","2024-07-30T09:26:18.978190-05:00","7b4d770a-2b8c-4ca5-bf51-c4745c5de39a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","13170d4c-71cd-4100-83a3-c4ad5d2beb4e","released","ae8996bd-b0b7-4f9b-91fa-606f95d49f8c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-3C-AALK","TCGA-3C-AALK-01A"
"372","a17d51b5-c397-4591-a227-dc0425948420","TSV","TCGA-GM-A2DK-01A-21R-A180-07","open","3f4afc9c-562a-4ef4-a6cb-ff426357a614.rna_seq.augmented_star_gene_counts.tsv","57656b90-4841-4fc0-932c-34e94b97cecb","Transcriptome Profiling","gene_expression","Illumina",4236406,"2021-12-13T22:28:48.056004-06:00","bd89cc177620eaa610560f2746876e82","2024-07-30T09:23:19.044435-05:00","a17d51b5-c397-4591-a227-dc0425948420","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","93164875-d206-4664-ab40-b6280882d704","released","3f4afc9c-562a-4ef4-a6cb-ff426357a614_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-GM-A2DK","TCGA-GM-A2DK-01A"
"375","ca6e4602-bcd4-4299-bd31-37f585658b8a","TSV","TCGA-EW-A6S9-01A-22R-A33J-07","open","1c3dbd2f-1c07-48cb-a844-0b1b3eb14e0d.rna_seq.augmented_star_gene_counts.tsv","228e0d9a-3e13-4cf9-9aa2-6d79ca6dfa5d","Transcriptome Profiling","gene_expression","Illumina",4245788,"2021-12-13T22:27:49.885739-06:00","c3cb640704e8f45c7b9c3631c65bcd8b","2024-07-30T09:48:02.688404-05:00","ca6e4602-bcd4-4299-bd31-37f585658b8a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d0c9609a-fa18-46fd-bac1-e29a508b567d","released","1c3dbd2f-1c07-48cb-a844-0b1b3eb14e0d_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-EW-A6S9","TCGA-EW-A6S9-01A"
"376","76bcf698-d2da-42de-b33c-c5deb721c643","TSV","TCGA-BH-A1F6-01A-11R-A13Q-07","open","1a2bc49d-edc6-4b84-88f0-73b6ed250d1b.rna_seq.augmented_star_gene_counts.tsv","e51209fe-5fe7-47c1-9f16-11efa59dd2d5","Transcriptome Profiling","gene_expression","Illumina",4233132,"2021-12-13T22:21:52.404156-06:00","ce44205e8457d0a0303352a0b74b49ab","2024-07-30T09:29:33.828679-05:00","76bcf698-d2da-42de-b33c-c5deb721c643","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","40940588-6601-4d4b-b27e-94ddaedfc3be","released","1a2bc49d-edc6-4b84-88f0-73b6ed250d1b_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A1F6","TCGA-BH-A1F6-01A"
"377","8a7fe670-bcef-4fcb-9759-9892ff5f4f61","TSV","TCGA-BH-A0BL-01A-11R-A115-07","open","a7428d3b-f84b-4c2f-a996-14a11af6b6df.rna_seq.augmented_star_gene_counts.tsv","8ab9f0e4-ddca-4f14-a866-f99f48e80ba7","Transcriptome Profiling","gene_expression","Illumina",4257837,"2021-12-13T22:33:14.841015-06:00","0d687cb5c21070d7f026b730cc1f98e6","2024-07-30T09:42:18.321094-05:00","8a7fe670-bcef-4fcb-9759-9892ff5f4f61","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","cccb2782-7995-4fd2-b1f1-484a9f827be9","released","a7428d3b-f84b-4c2f-a996-14a11af6b6df_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0BL","TCGA-BH-A0BL-01A"
"378","c7571e35-d912-4935-b2c3-bbba019fe9f8","TSV","TCGA-A2-A0EY-01A-11R-A034-07","open","0f3b932e-de72-483f-9ef6-74ae972637bd.rna_seq.augmented_star_gene_counts.tsv","85b86453-6589-4e87-a9ba-aa005b7bacb4","Transcriptome Profiling","gene_expression","Illumina",4247871,"2021-12-13T22:23:59.923788-06:00","c243111658a7ee38e11dcaf3eeadfd59","2024-07-30T10:06:04.098454-05:00","c7571e35-d912-4935-b2c3-bbba019fe9f8","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","5e3a678e-1597-4823-9c12-ea0fb55174a8","released","0f3b932e-de72-483f-9ef6-74ae972637bd_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0EY","TCGA-A2-A0EY-01A"
"379","96e54b36-0b71-4ad0-9b21-72668708fc62","TSV","TCGA-E9-A1N6-11A-32R-A144-07","open","b7ef29ba-06f6-4445-8c70-52388892388c.rna_seq.augmented_star_gene_counts.tsv","b566c964-8ea3-4ed4-b764-6ee30e4b6249","Transcriptome Profiling","gene_expression","Illumina",4243732,"2021-12-13T22:18:09.833282-06:00","a48527010e7d0590667a63c4a6a40fae","2024-07-30T09:48:44.450750-05:00","96e54b36-0b71-4ad0-9b21-72668708fc62","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","bbd1a75d-d21f-47da-b9a9-8d7384ac100b","released","b7ef29ba-06f6-4445-8c70-52388892388c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-E9-A1N6","TCGA-E9-A1N6-11A"
"380","6a40f728-eee2-4777-a8e0-67fd6f9f7927","TSV","TCGA-AN-A0XP-01A-11R-A109-07","open","c8e8f4e7-7aae-41f7-9d36-5938d2c2fc04.rna_seq.augmented_star_gene_counts.tsv","ec42fe02-e7b7-4eef-b8dc-6a75a61bc12c","Transcriptome Profiling","gene_expression","Illumina",4241371,"2021-12-13T21:44:35.475590-06:00","1030a6f26912e98e40822228c79f54e0","2024-07-30T09:36:03.467028-05:00","6a40f728-eee2-4777-a8e0-67fd6f9f7927","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","3255d06d-2616-4467-8102-9e9a9762a029","released","c8e8f4e7-7aae-41f7-9d36-5938d2c2fc04_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AN-A0XP","TCGA-AN-A0XP-01A"
"385","2abc5233-1389-4efb-ba21-de05251ab25a","TSV","TCGA-AR-A24S-01A-11R-A169-07","open","b31c9e1c-be79-4264-81a3-40b67f1f0bde.rna_seq.augmented_star_gene_counts.tsv","d05ec196-3c50-4645-a3be-42f83d6b0593","Transcriptome Profiling","gene_expression","Illumina",4250421,"2021-12-13T22:33:37.534976-06:00","be409b89108d76cbb877d8f541958d5f","2024-07-30T09:23:06.362807-05:00","2abc5233-1389-4efb-ba21-de05251ab25a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ac9b849f-b0d6-405c-a39b-05eef81cfc5c","released","b31c9e1c-be79-4264-81a3-40b67f1f0bde_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AR-A24S","TCGA-AR-A24S-01A"
"386","f94b47fb-764c-456f-946d-907a2fc154db","TSV","TCGA-A2-A0YT-01A-11R-A109-07","open","f72da140-1607-4609-a6bf-ebe538667a8c.rna_seq.augmented_star_gene_counts.tsv","12e51296-50c6-4834-a0d1-b774717519dc","Transcriptome Profiling","gene_expression","Illumina",4246807,"2021-12-13T22:30:22.317575-06:00","8aba3a46a2dbb1d3054517dc0bb8a7ab","2024-07-30T09:20:28.758305-05:00","f94b47fb-764c-456f-946d-907a2fc154db","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","760d6f6c-0cdf-4204-9004-2f3467357774","released","f72da140-1607-4609-a6bf-ebe538667a8c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0YT","TCGA-A2-A0YT-01A"
"388","d2659fd9-ac9a-4ab4-9d7c-50d9a16fc9b5","TSV","TCGA-BH-A1ES-06A-12R-A24H-07","open","12d9d0ec-4e76-4eba-81b1-6dec7b6f2268.rna_seq.augmented_star_gene_counts.tsv","df06d207-d58b-4099-a9fb-e75dc1ae01f5","Transcriptome Profiling","gene_expression","Illumina",4245148,"2021-12-13T22:35:56.206122-06:00","8a4522bd72dfdd3e8a32d60f77b52ced","2024-07-30T09:38:47.138559-05:00","d2659fd9-ac9a-4ab4-9d7c-50d9a16fc9b5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","8a036ef5-3020-4d3f-abaa-e9dac7f4dc01","released","12d9d0ec-4e76-4eba-81b1-6dec7b6f2268_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Metastatic",NA,"TCGA-BH-A1ES","TCGA-BH-A1ES-06A"
"392","79f97f73-b650-49cf-8654-53038a6c0de7","TSV","TCGA-AO-A03L-01A-41R-A056-07","open","be880db8-920f-4bd8-9f67-34e3ddd61f2c.rna_seq.augmented_star_gene_counts.tsv","5cb4455f-838f-428b-8d1d-0be4cdf1efa4","Transcriptome Profiling","gene_expression","Illumina",4244110,"2021-12-13T22:33:20.513866-06:00","c80e57b25fb12e2abc12c3c2c2e39f55","2024-07-30T10:08:36.446068-05:00","79f97f73-b650-49cf-8654-53038a6c0de7","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d91ac23f-5db3-46b9-ac90-8552db13b23a","released","be880db8-920f-4bd8-9f67-34e3ddd61f2c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AO-A03L","TCGA-AO-A03L-01A"
"393","e14858ca-8bb5-4d6d-906c-5d62722d90f8","TSV","TCGA-AN-A0AM-01A-11R-A034-07","open","fd6f4c9b-ee43-4939-8cfa-2e447aedbcf3.rna_seq.augmented_star_gene_counts.tsv","7eb41837-274a-4e75-ae1d-9add1c4c219a","Transcriptome Profiling","gene_expression","Illumina",4244611,"2021-12-13T22:28:20.784380-06:00","c5b28e998082f8ae66879e5ddd6b196f","2024-07-30T09:42:43.965032-05:00","e14858ca-8bb5-4d6d-906c-5d62722d90f8","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","58806703-2755-4a12-9570-5e8a5593bc24","released","fd6f4c9b-ee43-4939-8cfa-2e447aedbcf3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AN-A0AM","TCGA-AN-A0AM-01A"
"399","43820fe3-a899-4e6b-9227-27e32edaefd5","TSV","TCGA-BH-A0DX-01A-11R-A115-07","open","fc70931f-4a97-4538-b055-8ed988ab601c.rna_seq.augmented_star_gene_counts.tsv","556f5bda-4556-42c3-b5f0-6e351fab38d2","Transcriptome Profiling","gene_expression","Illumina",4243947,"2021-12-13T21:47:59.835046-06:00","cb089d7be1f0d606a9ad54e5244702fc","2024-07-30T10:07:33.419884-05:00","43820fe3-a899-4e6b-9227-27e32edaefd5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","c91f1720-a948-4672-a01f-e61e2df14fb6","released","fc70931f-4a97-4538-b055-8ed988ab601c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0DX","TCGA-BH-A0DX-01A"
"400","f0a63361-78bb-4a7f-9d78-31f7b2980ba2","TSV","TCGA-C8-A137-01A-11R-A115-07","open","1008e8d8-a93c-4779-80b6-1272322e7c52.rna_seq.augmented_star_gene_counts.tsv","5337aa2f-0867-4189-ba8d-5eb22c78b2a0","Transcriptome Profiling","gene_expression","Illumina",4224263,"2021-12-13T21:58:29.669447-06:00","7c75b69a65b6f1da8641783c6505586c","2024-07-30T09:35:32.590069-05:00","f0a63361-78bb-4a7f-9d78-31f7b2980ba2","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","06743565-f466-4b54-9a18-e19fa2745388","released","1008e8d8-a93c-4779-80b6-1272322e7c52_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-C8-A137","TCGA-C8-A137-01A"
"401","22dad91c-889d-4d40-b9b8-c9facd752dc9","TSV","TCGA-A2-A3XU-01A-12R-A22U-07","open","8319b13e-475e-440f-855a-bdba3036db73.rna_seq.augmented_star_gene_counts.tsv","8e2df0a5-6758-4ef3-87b3-29a3b73b61a8","Transcriptome Profiling","gene_expression","Illumina",4231239,"2021-12-13T22:08:52.795552-06:00","c086a60ea336554988cc0b563a992715","2024-07-30T10:03:39.345272-05:00","22dad91c-889d-4d40-b9b8-c9facd752dc9","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","9f872b5d-afb7-4e8d-b0a6-de0a2cfe1039","released","8319b13e-475e-440f-855a-bdba3036db73_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A3XU","TCGA-A2-A3XU-01A"
"403","f30b7e3e-f26d-47f7-a87f-6c1a4f074f65","TSV","TCGA-B6-A0IQ-01A-11R-A034-07","open","a7bca7c2-8c54-4ad1-9deb-7f77c962bb07.rna_seq.augmented_star_gene_counts.tsv","a9e71460-c547-42c9-8625-e798af04b153","Transcriptome Profiling","gene_expression","Illumina",4253516,"2021-12-13T22:01:23.119642-06:00","4b87e94f6fa77db5b14428fa8d5b2de8","2024-07-30T09:57:36.565712-05:00","f30b7e3e-f26d-47f7-a87f-6c1a4f074f65","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","1399f806-e1fb-4466-9cbc-43a8d14c89c6","released","a7bca7c2-8c54-4ad1-9deb-7f77c962bb07_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-B6-A0IQ","TCGA-B6-A0IQ-01A"
